Wave,Source row,Requirement,Type,Module,Module name,Requirement title,API status,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source,Disposition reason,Gap reference
B,wave-b.csv:665,AC-844,AC,MOD-012,Контакты и компании,Happy path: Удалить средство связи,api,DELETE_api_v1_contacts_id_channels_channelId,DELETE /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.DELETE_api_v1_contacts_id_channels_channelId,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Contract/integration,Critical,OpenAPI `DELETE_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:666,AC-845,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Удалить средство связи не выполняется и данные не раскрываются,api,DELETE_api_v1_contacts_id_channels_channelId,DELETE /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.DELETE_api_v1_contacts_id_channels_channelId,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Security/authorization,Critical,OpenAPI `DELETE_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:667,AC-846,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,DELETE_api_v1_contacts_id_channels_channelId,DELETE /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.DELETE_api_v1_contacts_id_channels_channelId,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Security/session,Critical,OpenAPI `DELETE_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:668,AC-847,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,DELETE_api_v1_contacts_id_channels_channelId,DELETE /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.DELETE_api_v1_contacts_id_channels_channelId,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Concurrency/integration,Critical,OpenAPI `DELETE_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:669,AC-848,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Удалить средство связи не ставится в offline queue,api,DELETE_api_v1_contacts_id_channels_channelId,DELETE /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.DELETE_api_v1_contacts_id_channels_channelId,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Desktop/resilience,Critical,OpenAPI `DELETE_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:670,AC-849,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,DELETE_api_v1_contacts_id_channels_channelId,DELETE /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.DELETE_api_v1_contacts_id_channels_channelId,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Lifecycle/integration,High,OpenAPI `DELETE_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:671,AC-850,AC,MOD-012,Контакты и компании,Happy path: Изменить средство связи,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Contract/integration,Critical,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:672,AC-851,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Изменить средство связи не выполняется и данные не раскрываются,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Security/authorization,Critical,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:673,AC-852,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Security/session,Critical,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:674,AC-853,AC,MOD-012,Контакты и компании,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Contract/UI,High,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:675,AC-854,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Concurrency/integration,Critical,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:676,AC-855,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Изменить средство связи не ставится в offline queue,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Desktop/resilience,Critical,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:677,AC-856,AC,MOD-012,Контакты и компании,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Integration,Critical,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:678,AC-857,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,PATCH_api_v1_contacts_id_channels_channelId,PATCH /api/v1/contacts/{id}/channels/{channelId},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id_channels_channelId,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Lifecycle/integration,High,OpenAPI `PATCH_api_v1_contacts_id_channels_channelId`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:679,AC-858,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Happy path: Восстановить контакт,api,POST_api_v1_contacts_id_restore,POST /api/v1/contacts/{id}/restore,Contact.Restore,OrganizerController.POST_api_v1_contacts_id_restore,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-028 Восстановление из корзины,,Contract/integration,Critical,OpenAPI `POST_api_v1_contacts_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:680,AC-859,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Trashed (Stage 3.5 State Matrix)] Permission denied: Восстановить контакт не выполняется и данные не раскрываются,api,POST_api_v1_contacts_id_restore,POST /api/v1/contacts/{id}/restore,Contact.Restore,OrganizerController.POST_api_v1_contacts_id_restore,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-028 Восстановление из корзины,,Security/authorization,Critical,OpenAPI `POST_api_v1_contacts_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,,
